,text,label
294,haddad quer implantar o comunismo no brasil e fala em democracia!  cômico!,0
295,datafolha: bolsonaro já tem 39% dos votos válidos,1
296,o ciro podia tanto ir pro segundo turno!,1
297,"eu sempre falando na cabeça dos meus pais pra não votar no bolsonaro, aí hj eles me falam q vão votar nele, ah não viu",0
298,@nathaliac e o alvaro dias espero que o médico dele comece a se recusar a colocar mais botox,0
299,álvaro dias falando q vai pro itaquerão ver o curintias e o framengo fechou com chave de ouro esse debate,0
300,#ciro12 #debatesbt vai ciro!,1
301,que nojo desse clã bolsonaro,0
302,@gabrielsborda mais centro q a marina,1
303,#debatenarecord vai governar pra quem ganha salário é alckmin? é pra rir kkk,0
304,ciro é um deboche só kkkkk` ícone,0
305,hahaha ô marina..,1
306,"@geraldoalckmin subiu de 8% para 11% ? isso é muito bom está evoluindo com passos pequenos mas firmes, eu acredito no alckmin no segundo turno porque é o mais qualificado o mais equilibrado de todos os candidatos é tempo de glória do psdb até a vitória, semana auspiciosa para nós",1
307,"daciolo tem que ir pra uma igreja, presidente não da pra ele",0
308,ciro rei!,1
309,"@contraexejegue senti que teremos o apoio deles no segundo turno. eles não tem mais chance, agora é hora de trabalhar com os eleitores deles e arrecadar votos pro ciro #ciro12",1
310,era só pro lula. https://t.co/9v8bmk82au,1
311,@felippe_hermes oscilou menos que a marina.,1
312,"socorro, gente... eu sou sedentária ! #tsunamiciro",1
313,o haddad não tem nenhum compromisso com a verdade...,0
314,debate sem daciolo não é  debate !!! glória #debateglobo,0
315,guilherme boulos é um radical que irá transformar o brasil em um estado islâmico e ainda é do psol.#debateband,0
316,#debateband bolsonaro falando: 💩💩💩💩💩💩💩💩💩💩💩 https://t.co/kpnqkpvhd2,0
317,tem um candidato aqui na globo chamando o lula gnt pf alguém trás o lula pra responder ele kakakak,0
318,o cabo daciolo é um serafim que desceu do céu,1
319,eu n consigo levar o daciolo à sério cara kk,0
320,cabo daciolo com crédito de tempo,1
321,cirão deu aula como sempre. #cirosim #ciro12 #tsunamiciro #debatenaglobo ⚘💛,1
322,mano o daciolo é muito maluco,1
323,o plano dos cara é matar o meirelles deixando ele em pé todo esse tempo,0
324,o daciolo é embaçado,1
325,e se o cabo daciolo fosse candidato à presidência da @cbf_futebol?,1
326,"depois da manifestação das mulheres contra bolsonaro 35 o datafolha quer me convencer que o candidato cresceu nas pesquisas? só uma coisa justificar a veracidade da pesquisa. o datafolha só entrevistou homens, brancos e de classe média.",0
327,@desesquerdizada @estadao @carlosbolsonaro ok. mas ele foi burro. a família é conhecida por elogiar torturadores em rede nacional. poderia ter deixado passar esta. vão perder as eleições para eles mesmos.,0
328,álvaro dias num fala nada com nada,0
329,a única pessoa que me surpreende nos debates políticos é a marina o resto parece que fala só a msm coisa,1
330,"o murro entre haddad e alvaro sai hj sim, com fé",1
331,"ciro é muito realista, ele sabe onde ele está e não fica sonhando que nem um e outros, e pede ajuda sem vergonha",1
332,o único candidato que não repetiu o mesmo discurso hoje umas 3 vezes foi o daciolo porque ele ta no modo aleatório.,1
333,o daciolo eu to morrendk,1
334,boulos tirou a katana das calça e tá voando igual no tigre e o dragão,1
335,acabei de descobrir que ferrugem apoia o bolsonaro e não sei como proceder,0
336,kkkkkkkkkkkkkkkkkkkkkkkkkkkkk ri alto agora com alvaro diaz e meirelles,1
337,queria foder fofo com o daciolo,1
338,queria ver a cara do bolsonaro vendo esse debate kkkkkkkk,1
339,#debateband falou o amigo do lula kkkkkkkk,0
340,pldds alguém pega essa pedra aí do colarinho branco e taca de volta na testa do alckmin porque essa tá de mão beijada,0
341,"quem tem ações que revolucionaram a vida do povo não pode ser desmentido, o povo sabe que #cirojafez #ciroéeducação #escutecirogomes #cironaband #ciropresidente12 https://t.co/nmls4osnnk",1
342,eu já até decorei o discurso do meirelles e vocês garotada?,0
343,"@giva_carvalho @jairbolsonaro sim mas como o próprio bolsonaro disse, isso não existe mais. acabou em 2000. quem já  recebia antes de 2000 continua recebendo mas pra quem não recebia não recebe mais.",0
344,"cabo daciolo, pq vc não diz que são tudo reptilianos que só querem dominar a terra para roubar nióbio e levar pra cripton? ...em nome de jesus #debateband",0
345,@cafecomferri qual a melhor ação pra comprar caso o bolsonaro vence no 1 turno?,1
346,"@gvgvfarao e aí criticam o cara. mas o boulos começa com um ""primeiramente ele não"" e os abobado acham bonito.",0
347,#debateredetv pq diabos o daciolo fala que não vai falar de religião e diz coisas da bíblia?! isso não faz sentido! estado laico ta de ferias só pode ¬¬,0
348,"@alicebiruta vc é desonesta, burra, mau carater ou é só do psol mesmo? https://t.co/efc5dphav3",0
349,inventa uma palavra difícil ai pro bolsonaro que ele se perde os cara não sabe apertar,0
350,kkkkkkkkkkk os candidatos devem estar morrendo de medo do daciolo,0
351,#euestoucombolsonaro pau nele bolsonaro,1
352,na vida eu sou a joana maranhão quando vê o ciro,0
353,ainda que ciro ou bolso fossem os melhores preparados eu não votaria neles por motivos de não suporto a cara dos dois,0
354,o desafio de alckmin a essa altura é o de não chegar desidratado de votos até domingo.,0
355,sabe o momento em que boulos mais aparece nos debates? quando os jornalistas perguntam. eles amam o socialismo de boutique invasor de propriedades. #debateredetv,1
356,"bolsonaro tá parecendo estudante. atestado pra justificar ausência, cola na mão e falando merda",0
357,da ate uma tristeza ouvir esses boca murcha depois do boulos sacudir o pessoal,0
358,o meirelles é engraçado pois conforme o tempo dele vai se esgotando ele começa a falar mais rápido,1
359,quem liga pra árvore dias e meirelles sai fora,0
360,pepe escobar: barrar lula pode ser o xeque-mate da guerra híbrida https://t.co/4mgtk2jetk,1
361,"eu não aguento ouvir o meirelles falar, parece que ele tem uma bola na boca.",0
362,"só não votem no bolsonaro. de resto, a diva tá certa ❤️ https://t.co/8fhnf3hrnz",0
363,tá repreendido em nome do senhor jesus.   daciolo 30/09/18 #debatenarecord,1
364,álvaro dias está tendo um excelente desempenho no debate,1
365,"passou o comercial do bolsonaro e eu ri de gargalhar, esse cara n existe, na moral, como q nego bate palma pra ele?",1
366,"debate sobre corrupção com psdb e pt, não sei se choro ou se dou risada.",0
367,votaria facilmente no boulos num futuro,1
368,lil peep morreu avicii morreu xxxtentacion morreu mac miller morreu demi lovato quase morreu post malone quase morreu mc g3 morreu  mr catra morreu mc naldinho morreu mac miller morreu bolsonaro levou facada museu nacional pegou fogo anitta divorciou  meu deus do céu,0
369,ai queria tanto o lula aí :(,1
370,"polematizar no grupo da família contra bolsonaro, pode? #elenão",0
371,"""general mourão tosco como é "" ciro obg",0
372,"@nadanovonofront boulos, num tablado, está em casa. desfila. se continuar nesse pragmatismo pode até convencer o mais radical petista.",1
373,#debateredetv faltou o joão amoedo,1
374,"os beatles foram meditar na índia e o resultado foi o álbum branco. cabo daciolo estava orando no monte e o resultado, bem...deixa pra lá!",0
375,@harpias adoro o sorriso sínico do boulos de quem sabe o que tá falando!,1
376,"@wwwilton eu sei que não. o pt esteve ao lado da maria, o ciro ao lado só fhc, mas eu  sempre estou ao lado da justiça social.",1
377,#debatenaglobo bolsonaro vai levar no primeiro turno,1
378,troquei pelo debate a cabeça do alckmin brilha muito neh,0
379,ciro gomes falando,1
380,@pandlernews lula ícone que vai comandar o brasil de dentro do presídio https://t.co/5jf6jj2yat,0
381,"""análise críticas das questões apenas, nada mais do que isso."" pra que análise crítica, né, bolsonaro?",0
382,#tiraoovodaboca meireles. vamos tirar um soneca.  #debateredetv https://t.co/vpch9l0vww,0
383,nem jesus aguenta o cabo daciolo na moral  #debateredetv,0
0,n curto o boulos...,0
1,ai caralho bolsonaro,0
2,cansei do cabo daciolo alguem tira ele e acaba com a palhacinho,0
3,muito maneiro esse debate pra ver quem vai perder pro lula no 2 turno. #lulalivre,1
4,"álvaro dias, aquele que tem mais plástica que a anitta.",0
5,"algumas pessoas estão falando que eu sou pt, bolsonaro etc... eu não sou ninguém, eu sou esquiva falcao 😂",0
6,"boulos quer todo mundo virando invasor, que nem ele. #debateband",0
7,eu olhando pra direita raivosa e desesperada sendo enterrada depois da candidatura do lula ter sido reafirmada https://t.co/zfivx6bjyu,1
8,"bolsonaro só sabe fazer o mesmo discurso pra todas as perguntas, e ainda sim consegue gaguejar nas respostas rsrs #debateredetv",0
9,marina silva falou algo que é importante lembrar quando for votar. não podemos eleger as raposas que estão sendo investigadas. #gazetaestadaojp   #marina18,1
10,o cabo daciolo fala dele mesmo na terceira pessoa,0
11,"tenho muitas esperanças que o ciro vai pro 2º turno. esqueçam as pesquisas, ainda tem chance. muita coisa ainda pode acontecer 🙏🏼🙏🏼🙏🏼 #ciro12",1
12,o boulos parece que imita o silvio santos 24/7 #debateredetv,0
13,e henrique meirelles morre de exaustão por ter ficado acordado até 1h da madruga,0
14,meu deus gente vota no ciroooooooooooooooo  c i r o  ciro c i r o cirooooooooooooooooooooooooooo #tsunamiciro https://t.co/9kp2lwzxkf,1
15,n vejo um pingo de graça e n levo 1% de fé nessa marina. meio pombo pra mim ela,0
16,"sai daí boulos, invasor comunista desqualificado",0
17,alvaro dias tão chapado que ñ consegue nem ficar centralizado na bancada!!! #debatenaglobo,0
18,#debateredetv não dá nem pra comparar... cirão da massa é foda...,1
19,ninfuem perfunta nada pro haddad?,0
20,fora pt #bolsonaronarecord https://t.co/qku6camiym,0
21,#debateredetvate agora único que respondeu aniversário foi bolsonaro  os demais parecem que estão mais interessados em aparecer pois parece que não entenderam o espírito tô responde e comenta,1
22,o álvaro dias fazendo a pergunta sou eu respondendo questões discursivas nas provas,0
23,meirelles responde à pergunta: qual proposta para reerguer o setor de construção civil? #aovivopoder360,1
24,"[9/8 23:09] rabuda: cara só pode ser a favor de bolsonaro se vc for homem, hétero e branco [9/8 23:10] noah 🔥: e classe média",0
25,parabéns marina silva! grande mulher! uma personalidade mundial! talvez o brasil não mereça alguém do seu tamanho!!,1
26,"@grazilino1 @princrf_ tem que abortar mesmo, pra não nascer um bolsonaro na vida",0
27,cabo daciolo ‘atira’ para todos os lados no debate do sbt https://t.co/kwq3axjb6t https://t.co/8zj4dcy1uv,1
28,"@clautulimoschi pois é claudia, mas eles não podem dar esse mole... ele sabem que não estão lidando com amadores e o que o bolsonaro não precisa é de fogo amigo... esse post vai render e talvez prejudique onpai dele...",0
29,vcs estão pensando no haddad né?,1
30,direita: a esquerda quer dominar o país   esquerda: “qnd vc nasceu estava chovendo mas não era chuva... era ciro chorando por ter nascido o eleitor mais lindo e encantador dos anjos: você”,1
31,@marqueszero lula lindo 2018,1
32,o ciro continua se mostrando o mais preparado o que fode é a bendita da vice #debatenarecord,1
33,meireles foi puxar o saco do bonner e se deu mal na primeira hahahahahaha,0
34,"#debatenaglobo foda é que a ausência do bolsonaro só deixa ele mais forte, o filho da fruta tá se tornando quase um deus",1
35,"@blogdopim vai suspender nada! o @tsejusbr foi, continua e continuará sendo desmoralizado pelo pt. o tse tá fazendo o jogo do pt, ou seja, esticando ao máximo a aparição do lula nas propagandas eleitorais. se fizer algo, será bem perto das eleições. aí o estrago já terá se consumado.",0
36,"""o agro não é pop, o agro é toxico"" boulos esmurrou",0
37,quem concorda com bolsonaro e o considera opção de voto provavelmente acha ok eu ganhar menos por ser mulher,0
38,"vote em bolsonaro, vamos tirar de vez o pt, esse sistema podre! #votoconsciente",1
39,boulos é verdade que você não é da honra e glória senhor do jesus cristo? #debateredetv,0
40,ciro chega rindo para debater com bonaro #debateredetv,1
41,#debateband acho que se a coisa esquentar cabo daciolo vai partir pra porrada..,0
42,"para de fazer o meirelles ficar andando pra lá e pra cá, gente :/ ele parece cansado (de vdd)",0
43,"#debatenaglobo te amo boulos, obrigada",1
44,daciolo dando nome aos bois kkkkkkkkk amo,1
45,justiça impede mino carta e fernando morais de visitar lula https://t.co/grwfwgnoyv via @cartacapital,0
46,"tou me sentindo mal por falar mal do sol do psol, não sabia :( força ziraldo",0
47,o álvaro dias kkkkkkkkkkkkkkkkkkkk,0
48,não querem dar voz ao joão amoedo pq? é medo? ridículo isso... #debateband #eleiçõesnaband #joãonaband,1
49,cabo daciolo deve passar a noite vendo teorias da conspiração illuminat e os plano dos senhores do mundo em diminuir a população.  deus eu não estou só nessa,0
50,#debatenaglobo esse meirelles ta se achando salvador da pátria,0
51,"""eu estava no monte clamando a vitória"" kkkkkkkkkk daciolo é demais",1
52,o haddad vai entregar a presidência de mão beijada pro bossauro. parabéns aos envolvidos.,0
53,bolsonaro de fato não entende de economia mais vejo que é o único que fala a verdade entre os demais  #debateredetv,0
54,@brdezoito concordo. mas o ciro tb se perdeu! confundiu conceito de rolagem de dívida,0
55,@folha @pecesiqueira medo do ciro é o nome #gazetaestadaojp,0
56,"para marina as três maiores prioridades na educação são plano nacional de educação, educação infantil e formação e remuneração adequada dos professores. #marinanaredetv",1
57,sudestinos descobrindo que ciro é ciro. eu e a esquerda cearense: https://t.co/hmk8p7prrd,1
58,@mussumalive o cabo daciolo nao parece o alexandre frota?! rs #debatnaband,0
59,"agora fala meu presidente, cabo daciolo... #corresatanás",1
60,bolsonaro vai as lágrimas na igreja batista atitude https://t.co/ebcqk7d5lu,0
61,"tbm achei um absurdo o bolsonaro não ir, ele tava dando uma entrevista agr msm. não tem desculpinha migo",0
62,"minha familia toda praticamente nao vota no bonoro, porém ja disseram que se tivesse segundo turno haddad e bonoro iriam de bonoro, é um cenario desesperador que inferno",0
63,alguém me diz por que o boulos não está ganhando nas pesquisas?!,1
64,#debateredetv daciolo já começou com o culto evangélico.kkkkkkk,0
65,chama o meireles porra kkkkkkkkkkk,1
66,atenção policia! como lula esta twetando? liberaram celular na cadeia? #debatesbt,0
67,muito mal educado o bolsonaro deus me livre,0
68,@folha hoje não esta tendo debate presidencial... é um tcc sobre bolsonaro,1
69,affffffff bolsonaro diz que pode retirar brasil do acordo de paris se eleito https://t.co/rdjbmlqs0i via @jornalextra,0
70,"marina diz que turismo e construção civil são opções ""rápidas"" para emprego. apostar em economia que valoriza cultura com ""economia criativa""",1
71,"daciolo é o melhor desse debate kkkkkkkk, glória a deuxxx",1
72,"gente eu sei que a essa altura do campeonato não é mais possível, mas um debate que eu almejo seria entre daciolo x salnorabo  imagine a quantidade de memes ksksks e o daciolo exorcizando. salnorado pra tirar o themonio",1
73,@bbcbrasil #lulaépresidiário e cadeia é o seu lugar.,0
74,nossa ciro  va com calma,1
75,caralho é muita bosta q essa marina silva fala,0
76,cabo daciolo tá mais preparado que o bonoro,1
77,ciro gomes: a eu: https://t.co/s3j6xwdaex,1
78,"acredite, tem gente ""endeusando""guilherme boulos (invasor do mtst)... é bom que ele e sua gang invada a propriedade de algum familiar, pra esses donzelos aprenderem.",0
79,#tsunamiciro #ciro12 #debatenaglobo  ciro mostrou ser o caminho #vemcomciro https://t.co/annn74m3bp,1
80,boulos eu to aplaudindo de pé #debatenarecord,1
81,"twitter em campanha internacional contra bolsonaro, seus eleitores e suas tags. mas não adianta. #votobolsonaro17",1
82,"@jotapeborg @maagaiver @1feiosu bolsonaro diz para se esquecer da ditadura militar porque foi um episódio no passado! claro, um dos episódios mais catastróficos e hostis da história brasileira. cita nome de um torturador em seu discurso e tu apoia porque ele é cristão.",0
83,cadê o cabo daciolo no debate?,1
84,gente eu tenho mta vontade de colocar o cabo daciolo em um potinho kkkkkk ele é engraçado pacas,1
85,o melhor do debate é o daciolo kkkkkkkkkkkkkkkkk amém irmão #ovotonarecord,1
86,marina é mesmo má compreendida como ela mesmo disse. até hoje não entendi o apoio ao aécio na eleição passada. #debatenaglobo,0
87,"bolsonaro é igual massa de pão,quanto mais bate mais cresce!    #estoucombolsonaro",1
88,@majuzinha25 @roxmo @dayanaars @alefrotabrasil bolsonaro nem ganhou e já fez a daniela mercury voltar a ser mulher de novo.🤔😂 chega desse mi.mi.mi.,1
89,só queria o bolsonaro neste debate !!!,1
90,daciolo vai meter o louco,1
91,em passo fundo rs estamos estampando camisetas de graça do nosso presidente bolsonaro. https://t.co/l52wcv1qhp,1
92,repercutiu a canastrice do boulos já sei que é mongolão...,0
93,ciro tava dormindo,0
94,"aos indecisos, nulos e brancos, pesquisem as propostas do ciro, são excelentes, outros candidatos basearam suas próprias propostas nas do ciro, eles sabem que o cara é fera. de quebra, ele ainda vence o bozonauro! #tsunamiciro",1
95,"bolsonaro tá me surpreendendo demais nesse debate. ponderado, tirando um sarro na medida certa, não está fazendo promessas milagrosas e está colocando bem suas ideias. #debateband #bolsonaronaband",1
96,@spd_33 #estoucombolsonaro  bolsonaro 2018  direita segue direita  eu voto bolsonaro  band bolsonaro   jair bolsonaro na band hoje  brasil esperança mudança  civilização judaico cristã  deus pátria e família  direita amordaçada  não citem o nome do molusco!  https://t.co/y5nftruyqg,1
97,"ciro dá o exemplo! política é embate de idéias e não confronto e provocações, a velha política! temos que nos unir para o nosso bem em comum: o brasil! #ciro12 #gazetaestadaojp",1
98,. @haddad_fernando defende melhorias no sistema educacional no novo plano de governo a exemplo de seu ótimo legado como ministro. #haddadé13 #debatenaglobo #eleições2018  https://t.co/38rrtmejwn,1
99,"o objetivo é esse, isolar o único candidato que poderá enfrentar o coiso. #haddade13  https://t.co/ixbtnr2rz2",1
0,"boulos chama invadir propriedade privada e depois de ocupada, alugar para pessoas necessitadas de trabalho honesto.  #debateredetv",1
1,o ciro é muito debochado kkkkkkkkii,1
2,"[entrevista] autor de livro sobre eleitor brasileiro, cientista político diz que elite ""já está relevando natureza autoritária"" da candidatura de bolsonaro. ""ninguém está nem aí para democracia, só quer ganhar dinheiro. não é a elite esclarecida europeia"" https://t.co/wipl23chsf",0
3,o alckmin fez preenchimento labial?,1
4,tadinho do meirelles fora de centro ..,0
5,queria saber em quem o pessoal que odeia o bolsonaro vai votar,1
6,"haddad parece meio perdido, somado.",0
7,marina silva parece minha mãe quando começava a falar q eu tava errado e mandando eu adimitir meus erros,0
8,o boulos já trouxe a bomba à tona kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk #debateband,1
9,entrevista record com bolsonaro. um olho na entrevista e outro no debate,1
10,"sério. o cabo daciolo é sensacional!!!! que aula que ele dá nos debates! que lindo ver ele falando sobre deus/jesus e orando, nos seus minutos finais de fala para pedir votos, pelo brasil! ❤❤❤",1
11,"lula podia tá aí no debate né, ô lula pq foi fazer umas merdas?",0
12,"vai dar merda, vai da merda, vai dar merda vai da merda vai da merda vai ..... #cirosim  #ciro12  #cironaglobo  #tsunamiciro",0
13,@leandroruschel bolsonaro poderia pedir direito de resposta? ou só é possível quando as acusações acontecem no horário político?   #somosbolsonaro17,1
14,um salve a democracia que o twitter nos dá... sqn #euvotobolsonaro #estoucombolsonaro,1
15,"@marceloadnet agora senti firmeza! vai ser difícil superar o do daciolo que aguardamos ansiosamente, mas o desespero que as mãozinhas dele dão… argh!",1
16,td dia um textão diferente do meu irmão tentando me convencer a votar no bolsonaro kkk,0
17,@xiu_mim ai eu gostava do cabo daciolo dps ele disse que gay eh que nem bandido desapaixonei,0
18,mediador: cabo daciolo se acontecer isso no seu gover-  cabo: mai num vai acontecer com a gloria de senhor jesuis bendito seja o onipotente do universo amém?,1
19,"#debateband cabo daciolo que abaixar os juros. sim, abaixar, abaixar, a b a i x a r!!! pra honra do senhor jesus...",1
20,amanhã vou p unb com a camisa do bolsomito presidente,1
21,marina lindíssima falando tudo,1
22,alvaro dias faz suas considerações finais pregando o combate a violência e a intolerância #eleições2018,1
23,bancada de bolsonaro na câmara já é maior que a de qualquer partido https://t.co/ntwuz2slmn,1
24,@legitcreep bolso e daciolo respeita o rj,1
25,"eu só imagino como seria esse debate de o bolsonaro tivesse presente - de corpo, porque de nome..",1
26,"meirelles afirma que o assunto deve ser debatido nas escolas e que é preciso ""estabelecer a segurança no brasil"". ""temos que estabelecer a confiança na polícia"", afirma. #meuvotodecide",1
27,gente ela perdeu uma pergnta  ela perguntou pra um cara do psol oq ele acha de aborto kkkkkkkkk,00
28,"fofo demais o video que tão passando do amoedo no wpp.... ai tu ve a politica do cara, conhece ele e procura mais a fundo...... ih caiu",1
29,eu sinceramente gostei muito das coisas que o boulos falou nesse debate porque ninguém nunca fala dele???,1
30,cabo daciolo vamos mudar o brasil 51 poha kkkk,1
31,a dinossaura 'tava tão nervosa que chegou até a interromper o bolsonaro no seu tempo. 😂,0
32,"para alckmin, reforma tributária é pra “simplificar” e não para ser mais justo... #debateband",1
33,o único defeito de anápolis foi ter nos dado o meirelles,0
34,eu prefiro ter um debate improdutivo com o daciolo  meu deusssssssssssssssssss uasdhgufasdhufhasdufas  #debateredetv https://t.co/gz6fqpm3jj,1
35,"#debatenarecord alvaro, vc já se bandiou pro lado do ciro....vai criticar quem está desembarcando do centrao. vc tbem quer cargo...me engana q eu gosto",0
36,sou contra o bolsonaro mais acima de tudo minha mãe me ensinou a respeitar a opinião dos outros por favor respeitem a minha também  #elenão,0
37,bolsonaro tá com uma cola na mão kkkkkkkk #debateredetv,0
38,votar no bolsonaro é tipo votar de livre e espontânea vontade numa ditadura não posso compreender,0
39,alckmin não confio nele desde a época que ele fez propaganda falando da pista santos/guarujá e ela nunca existiu e nem saiu do papel #debateredetv,0
40,se o debate da globo fosse na casa do bolsonaro... ele participaria.......  #debatenaglobo,0
41,"brasil tem 13,4 milhões de desempregados. com @lulaoficial a história era diferente. lula e o @ptbrasil criaram 20 milhões de empregos e vão voltar pra criar mais. #debatecomlula #debateband https://t.co/df72cimzvc.",1
42,"se você está rindo por dentro (ou por fora) por terem esfaqueado o bolsonaro, é melhor jair notando que não é no caráter do bolsonaro que tem algo errado, mas sim no seu.",1
43,#debateredetv  boulos voando. atropela todo mundo.  #boulosnaredetv  #boulosesonia50  #boulos  #psol,1
44,eu amo democracia pau no cu do bolsonaro viva os 30 anos da constituição mete a porrada n general,0
45,vamos lá ciro! já começou falando bonito!  superioridade na hora de mostrar o que tem de proposta. é com ele  vota no ciroooooo #tsunamiciro  #debatenaglobo  #cironaglobo https://t.co/jthfirkee5,1
46,"@rosa_riscala vou perguntar de novo porque estou “boiando” aqui... quem, diabos, é esse daciolo? de onde vem, por que está aí, que partido é esse??????",0
47,parte mais legal foi qnd disseram que o lula foi convidado #debateband,1
48,esse boulos é um inútil,0
49,bolsonaro teve outro filho veja as fotos da cesária aqui:,1
50,"nas próximas eleições municipais em 2020, a primeira geração que só viveu no governo do pt irá votar. o único parâmetro para eles é o pt, mais nada.  o poste insiste na lógica binária em confrontar o governo do pt vs  psdb.  tem lógica? #debatenaglobo #ptnão #ptnuncamais",0
51,dá uma aguinha pro ciro gente,0
52,o boulos não tem rabo preso com a casta política que domina o país e tem coerência: sempre lutou contra o golpe e as medidas de temer e o psol não está coligado com partidos golpistas. vote no que acredita! #debatenarecord #boulosnarecord,1
53,lula 2018😍,1
54,eu fico esperando meirelles fazer referência à star trek #debatesbt,1
55,ainda bem que a minha familia vai vota no ciro é 12.,1
56,ciro gomes foi o mais ignorado no debate. e foi o que mais cresceu na internet. @cirogomes presidente do brasil!,1
57,mas que merda foi essa que o haddad falou?,0
58,marina silva foge da questão sobre aborto. diz que é assunto complexo e que proporá plebiscito. não disse a real: ela é contra,0
59,"#debateband a jornalista que foi entrevistar o bolsonaro tava com cara de ""me tirem daqui, pelo amor de deus""",0
60,@folha mais um debate sem o melhor preparado... para realmente administrar esse pais presidente joao amoedo,0
61,o cabo daciolo parece um pokémon! eu só não consigo identificar #debatesbt https://t.co/sapylpk6ob,0
62,marina fada sensata dando tapa na cara desse lixo,1
63,"esse eh meu candidato. eh assunto até quando falta. cabra bom, esse #elesim #somosbolsonaro17 #mudabrasilcombolsonaro",1
64,"“a única maneira de retomar o crescimento da economia é incluir os pobres no orçamento, como já fizemos com muito sucesso.” @haddad_fernando #haddadé13 #debatenaglobo",1
65,@portaldaband band lixo não me interessa eu tenho candidato eu voto lula,0
66,eu to passando mal com o ciro,0
67,assistir o debate para rir do bolsonaro,0
68,"gente eu imagino o daciolo me segurando pelos ombros, balançando e gritando deus disse e deus e deus e deus e deus adorar o senhor e deus e óleo de peroba honra e gloria do senhor jesus",1
69,n é possível o brasileiro ter que escolher entre bozo e haddad,0
70,@meirelles @unbornness cansei de ouvir o óbvio!,0
71,o cabo daciolo esquerdizou demais mano eu fiquei shooooooooooook,0
72,depois de cabo daciolo o @canellamatheus e o @lucasinutilismo vão ter que se reinventar no humor nonsense,0
73,pq o bolsonaro nao ta no debate?,0
74,boulos tá pegando cada uma na cara...,1
75,"espero que haddad esteja preparado para os ataques que vem por aí. afinal, ele estar no segundo turno incomoda muita gente.  #debatenarecord https://t.co/xs3loakfpc",1
76,sera que o meirelles consegue ficar vivo ate as prox eleiçoes? questao q fica aqui no ar,0
77,@wagnerdc o álvaro dias tem uma rede de óticas?,1
78,ser lula! é ser da raíz do brasil. ser lula! é saber que tem jeito. ser lula! e ver o brasil feliz de novo.  ser lula! é ser um país de igualdade para todos.#eusoulula..e não abro mão do meu direito a https://t.co/mjnbdegxiz ser #eusoulula https://t.co/ww2mhuzdyo,1
79,boulos falou olhando no meu olho,1
80,cabo daciolo fez tlc por isso só fala em jesus #debateband,1
81,nego faz pergunta p marina e ela faz tudo menos responder a pergunta,0
82,"e aí?? quem é seu candidato?? esse é o segundo  debate, já deu  pra escolher? #debateredetv  ** se for o boulos deixe nos comentários :)",1
83,daciolo invocando a rede globo na record,1
84,@uol a onu deveria se intrometer em assuntos mais urgentes como os massacres que ocorrem na guerra na siria e em outras partes do mundo.lula é uma piada.uma caricatura politica.,0
85,ciro gomes não nega que é escorpiano,1
86,ta impossível defender o boulos,0
87,se o cabo daciolo realmente trazer o oleo de peroba no proximo debate eu realmente voto nele #debatenarecord,1
88,no youtube assista o debate com os presidenciáveis inclusive jair messias bolsonaro  https://t.co/1ai8sqj6sr  será exibido também ao vivo no canal da band https://t.co/51bilmkjj4  quer saber quais os... https://t.co/1ai8sqj6sr,1
89,"às vésperas de completar cinco meses do assassinato da vereadora marielle franco (psol-rj), a mãe dela, marinete silva, disse hoje (9) que confia na justiça. https://t.co/4eqhr8n69u",0
90,meirelles é tao ruim e tosco que perdeu a chance de desmentir o bozo ao vivo. esse é o heroi da meritocracia. francamente.,0
91,"""vc não tem vergonha bolsonaro?"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0
92,na boa? esse jejum fez bem pro cabo daciolo.,1
93,amoedo mico total kk chacota,0
94,aborto naaaaaaao pior ponto da marina :(((,0
95,"ciro concorda com o adversário e lembra que já foi colega de muitos dos outros candidatos. ""precisamos de serenidade, experiência, autoridade, sem dúvida"" https://t.co/jk7pfstcyg #eleições2018",1
96,"""nós da rede estamos fazendo uma campanha franciscana"". não, marina, francisco de assis não teria apoiado o golpe nem as reformas de temer. #debatesbt",0
97,ai o guilherme e o ciro juntos,1
98,análise: alckmin promete cumprir as metas do acordo de paris https://t.co/yqzzhbr1pp https://t.co/0g4ziaz2gr,1
99,marina n citou o teto mas colocou a proposta do teto dela no meio mas foi chato,0
100,quem é @haddad_fernando? uma biografia marcada por grandes projetos e muita luta  #haddadé13 #debatenaglobo #eleições2018   https://t.co/3wbydpnoqo,1
101,"opa! o twitter sumiu com a tag do bolsonaro, cada dia que passa tenho mais certeza em quem votar, o sistema corre perigo, e está em puro desespero.",0
102,@folhape é bolsonaro 17 no primeiro turno!,1
103,gnt pq ninguém tá fazendo pergunta o daciolo meu domingo tá tão triste,1
104,só eu acho no álvaro dias a cara daqueles bonecos animatronicos do beto carrero??  #debatenaglobo https://t.co/tsemdn2tjg,0
105,eu entendo o álvaro dias. o brasil também me obriga a beber.,1
106,no nosso governo poderá ser enviado somente propaganda falando bem do governo lula no whatsapp,1
107,ciro gomes acho que gosto um pouco de vc,1
108,alvaro dias?!?! pensei que fosse o silvio santos 😂 #debatenaglobo,0
109,bolsonaro sendo pisado hj vai ser o meu melhor entretenimento,0
